city_ascii,lat,lng,country,iso3,population
Tokyo,35.685,139.7514,Japan,JPN,35676000.0
New York,40.6943,-73.9249,United States,USA,19354922.0
Mexico City,19.4424,-99.131,Mexico,MEX,19028000.0
Mumbai,19.017,72.857,India,IND,18978000.0
Sao Paulo,-23.5587,-46.625,Brazil,BRA,18845000.0
Delhi,28.67,77.23,India,IND,15926000.0
Shanghai,31.2165,121.4365,China,CHN,14987000.0
Kolkata,22.495,88.3247,India,IND,14787000.0
Los Angeles,34.1139,-118.4068,United States,USA,12815475.0
Dhaka,23.7231,90.4086,Bangladesh,BGD,12797394.0
Buenos Aires,-34.6025,-58.3975,Argentina,ARG,12795000.0
Karachi,24.87,66.99,Pakistan,PAK,12130000.0
Cairo,30.05,31.25,Egypt,EGY,11893000.0
Rio de Janeiro,-22.925,-43.225,Brazil,BRA,11748000.0
Osaka,34.75,135.4601,Japan,JPN,11294000.0
Beijing,39.9289,116.3883,China,CHN,11106000.0
Manila,14.6042,120.9822,Philippines,PHL,11100000.0
Moscow,55.7522,37.6155,Russia,RUS,10452000.0
Istanbul,41.105,29.01,Turkey,TUR,10061000.0
Paris,48.8667,2.3333,France,FRA,9904000.0
Seoul,37.5663,126.9997,"Korea, South",KOR,9796000.0
Lagos,6.4433,3.3915,Nigeria,NGA,9466000.0
Jakarta,-6.1744,106.8294,Indonesia,IDN,9125000.0
Guangzhou,23.145,113.325,China,CHN,8829000.0
Chicago,41.8373,-87.6862,United States,USA,8675982.0
London,51.5,-0.1167,United Kingdom,GBR,8567000.0
Lima,-12.048,-77.0501,Peru,PER,8012000.0
Tehran,35.6719,51.4243,Iran,IRN,7873000.0
Kinshasa,-4.3297,15.315,Congo (Kinshasa),COD,7843000.0
Bogota,4.5964,-74.0833,Colombia,COL,7772000.0
Shenzhen,22.5524,114.1221,China,CHN,7581000.0
Wuhan,30.58,114.27,China,CHN,7243000.0
Hong Kong,22.305,114.185,Hong Kong,HKG,7206000.0
Tianjin,39.13,117.2,China,CHN,7180000.0
Chennai,13.09,80.28,India,IND,7163000.0
Taipei,25.0358,121.5683,Taiwan,TWN,6900273.0
Bengaluru,12.97,77.56,India,IND,6787000.0
Bangkok,13.75,100.5166,Thailand,THA,6704000.0
Lahore,31.56,74.35,Pakistan,PAK,6577000.0
Chongqing,29.565,106.595,China,CHN,6461000.0
Miami,25.7839,-80.2102,United States,USA,6381966.0
Hyderabad,17.4,78.48,India,IND,6376000.0
Dallas,32.7936,-96.7662,United States,USA,5733259.0
Santiago,-33.45,-70.667,Chile,CHL,5720000.0
Philadelphia,40.0077,-75.1339,United States,USA,5637884.0
Belo Horizonte,-19.915,-43.915,Brazil,BRA,5575000.0
Madrid,40.4,-3.6834,Spain,ESP,5567000.0
Houston,29.7869,-95.3905,United States,USA,5446468.0
Ahmadabad,23.0301,72.58,India,IND,5375000.0
Ho Chi Minh City,10.78,106.695,Vietnam,VNM,5314000.0
Washington,38.9047,-77.0163,United States,USA,5289420.0
Atlanta,33.7627,-84.4225,United States,USA,5228750.0
Toronto,43.7,-79.42,Canada,CAN,5213000.0
Singapore,1.293,103.8558,Singapore,SGP,5183700.0
Luanda,-8.8383,13.2344,Angola,AGO,5172900.0
Baghdad,33.3386,44.3939,Iraq,IRQ,5054000.0
Barcelona,41.3833,2.1834,Spain,ESP,4920000.0
Haora,22.5804,88.3299,India,IND,4841638.0
Shenyang,41.805,123.45,China,CHN,4787000.0
Khartoum,15.5881,32.5342,Sudan,SDN,4754000.0
Pune,18.53,73.85,India,IND,4672000.0
Boston,42.3188,-71.0846,United States,USA,4637537.0
Sydney,-33.92,151.1852,Australia,AUS,4630000.0
Saint Petersburg,59.939,30.316,Russia,RUS,4553000.0
Chittagong,22.33,91.8,Bangladesh,BGD,4529000.0
Dongguan,23.0489,113.7447,China,CHN,4528000.0
Riyadh,24.6408,46.7727,Saudi Arabia,SAU,4465000.0
Hanoi,21.0333,105.85,Vietnam,VNM,4378000.0
Guadalajara,20.67,-103.33,Mexico,MEX,4198000.0
Melbourne,-37.82,144.975,Australia,AUS,4170000.0
Alexandria,31.2,29.95,Egypt,EGY,4165000.0
Chengdu,30.67,104.07,China,CHN,4123000.0
Rangoon,16.7834,96.1667,Burma,MMR,4088000.0
Phoenix,33.5722,-112.0891,United States,USA,4081849.0
Xi'an,34.275,108.895,China,CHN,4009000.0
Porto Alegre,-30.05,-51.2,Brazil,BRA,3917000.0
Surat,21.2,72.84,India,IND,3842000.0
Hechi,23.0965,109.6091,China,CHN,3830000.0
Abidjan,5.32,-4.04,Côte D’Ivoire,CIV,3802000.0
Brasilia,-15.7833,-47.9161,Brazil,BRA,3716996.0
Ankara,39.9272,32.8644,Turkey,TUR,3716000.0
Monterrey,25.67,-100.33,Mexico,MEX,3712000.0
Yokohama,35.32,139.58,Japan,JPN,3697894.0
Nanjing,32.05,118.78,China,CHN,3679000.0
Montreal,45.5,-73.5833,Canada,CAN,3678000.0
Guiyang,26.58,106.72,China,CHN,3662000.0
Recife,-8.0756,-34.9156,Brazil,BRA,3651000.0
Seattle,47.6211,-122.3244,United States,USA,3643765.0
Harbin,45.75,126.65,China,CHN,3621000.0
San Francisco,37.7562,-122.443,United States,USA,3603761.0
Fortaleza,-3.75,-38.58,Brazil,BRA,3602319.0
Zhangzhou,24.5204,117.67,China,CHN,3531147.0
Detroit,42.3834,-83.1024,United States,USA,3522206.0
Salvador,-12.97,-38.48,Brazil,BRA,3484000.0
Busan,35.0951,129.01,"Korea, South",KOR,3480000.0
Johannesburg,-26.17,28.03,South Africa,ZAF,3435000.0
Berlin,52.5218,13.4015,Germany,DEU,3406000.0
Algiers,36.7631,3.0506,Algeria,DZA,3354000.0
Rome,41.896,12.4833,Italy,ITA,3339000.0
Pyongyang,39.0194,125.7547,"Korea, North",PRK,3300000.0
Medellin,6.275,-75.575,Colombia,COL,3297000.0
Kabul,34.5167,69.1833,Afghanistan,AFG,3277000.0
Athens,37.9833,23.7333,Greece,GRC,3242000.0
Nagoya,35.155,136.915,Japan,JPN,3230000.0
Cape Town,-33.92,18.435,South Africa,ZAF,3215000.0
San Diego,32.8312,-117.1225,United States,USA,3210314.0
Changchun,43.865,125.34,China,CHN,3183000.0
Casablanca,33.6,-7.6164,Morocco,MAR,3181000.0
Dalian,38.9228,121.6298,China,CHN,3167000.0
Cawnpore,26.46,80.32,India,IND,3162000.0
Kano,12.0,8.52,Nigeria,NGA,3140000.0
Tel Aviv-Yafo,32.08,34.77,Israel,ISR,3112000.0
Addis Ababa,9.0333,38.7,Ethiopia,ETH,3100000.0
Curitiba,-25.42,-49.32,Brazil,BRA,3084000.0
Zibo,36.8,118.05,China,CHN,3061000.0
Jeddah,21.5169,39.2192,Saudi Arabia,SAU,3012000.0
Nairobi,-1.2833,36.8167,Kenya,KEN,3010000.0
Hangzhou,30.25,120.17,China,CHN,3007000.0
Benoni,-26.1496,28.3299,South Africa,ZAF,2986000.0
Caracas,10.501,-66.917,Venezuela,VEN,2985000.0
Milan,45.47,9.205,Italy,ITA,2945000.0
Stuttgart,48.78,9.2,Germany,DEU,2944700.0
Kunming,25.07,102.68,China,CHN,2931000.0
Dar es Salaam,-6.8,39.2683,Tanzania,TZA,2930000.0
Minneapolis,44.9635,-93.2678,United States,USA,2926757.0
Jaipur,26.9211,75.81,India,IND,2917000.0
Taiyuan,37.875,112.5451,China,CHN,2913000.0
Frankfurt,50.1,8.675,Germany,DEU,2895000.0
Qingdao,36.09,120.33,China,CHN,2866000.0
Surabaya,-7.2492,112.7508,Indonesia,IDN,2845000.0
Lisbon,38.7227,-9.1449,Portugal,PRT,2812000.0
Tampa,27.9942,-82.4451,United States,USA,2804240.0
Jinan,36.675,116.995,China,CHN,2798000.0
Fukuoka,33.595,130.41,Japan,JPN,2792000.0
Campinas,-22.9,-47.1,Brazil,BRA,2791000.0
Denver,39.7621,-104.8759,United States,USA,2787266.0
Kaohsiung,22.6333,120.2666,Taiwan,TWN,2769072.0
Quezon City,14.6504,121.03,Philippines,PHL,2761720.0
Katowice,50.2604,19.02,Poland,POL,2746000.0
Aleppo,36.23,37.17,Syria,SYR,2738000.0
Durban,-29.865,30.98,South Africa,ZAF,2729000.0
Kyiv,50.4334,30.5166,Ukraine,UKR,2709000.0
Lucknow,26.855,80.915,India,IND,2695000.0
Giza,30.01,31.19,Egypt,EGY,2681863.0
Zhengzhou,34.755,113.6651,China,CHN,2636000.0
Taichung,24.1521,120.6817,Taiwan,TWN,2629323.0
Brooklyn,40.6501,-73.9496,United States,USA,2629150.0
Ibadan,7.38,3.93,Nigeria,NGA,2628000.0
Faisalabad,31.41,73.11,Pakistan,PAK,2617000.0
Fuzhou,26.08,119.3,China,CHN,2606000.0
Changsha,28.2,112.97,China,CHN,2604000.0
Dakar,14.7158,-17.4731,Senegal,SEN,2604000.0
Izmir,38.4361,27.1518,Turkey,TUR,2587000.0
Xiangtan,27.8504,112.9,China,CHN,2586948.0
Lanzhou,36.056,103.792,China,CHN,2561000.0
Incheon,37.4761,126.6422,"Korea, South",KOR,2550000.0
Sapporo,43.075,141.34,Japan,JPN,2544000.0
Xiamen,24.45,118.08,China,CHN,2519000.0
Guayaquil,-2.22,-79.92,Ecuador,ECU,2514000.0
George Town,5.4136,100.3294,Malaysia,MYS,2500000.0
Mashhad,36.27,59.57,Iran,IRN,2469000.0
Damascus,33.5,36.3,Syria,SYR,2466000.0
Daegu,35.8668,128.607,"Korea, South",KOR,2460000.0
Nagpur,21.17,79.09,India,IND,2454000.0
Lianshan,40.7503,120.83,China,CHN,2426000.0
Shijiazhuang,38.05,114.48,China,CHN,2417000.0
Tunis,36.8028,10.1797,Tunisia,TUN,2412500.0
Vienna,48.2,16.3666,Austria,AUT,2400000.0
Jilin,43.85,126.55,China,CHN,2396000.0
Omdurman,15.6167,32.48,Sudan,SDN,2395159.0
Bandung,-6.95,107.57,Indonesia,IDN,2394000.0
Bekasi,-6.2173,106.9723,Indonesia,IDN,2378211.0
Mannheim,49.5004,8.47,Germany,DEU,2362000.0
Nanchang,28.68,115.88,China,CHN,2350000.0
Wenzhou,28.02,120.6501,China,CHN,2350000.0
Queens,40.7498,-73.7976,United States,USA,2333054.0
Vancouver,49.2734,-123.1216,Canada,CAN,2313328.0
Birmingham,52.475,-1.92,United Kingdom,GBR,2285000.0
Cali,3.4,-76.5,Colombia,COL,2254000.0
Naples,40.84,14.245,Italy,ITA,2250000.0
Sendai,38.2871,141.0217,Japan,JPN,2250000.0
Manchester,53.5004,-2.248,United Kingdom,GBR,2230000.0
Puebla,19.05,-98.2,Mexico,MEX,2195000.0
Tripoli,32.8925,13.18,Libya,LBY,2189000.0
Tashkent,41.3117,69.2949,Uzbekistan,UZB,2184000.0
Havana,23.132,-82.3642,Cuba,CUB,2174000.0
Gaoping,30.7804,106.13,China,CHN,2174000.0
Baltimore,39.3051,-76.6144,United States,USA,2170504.0
Nanning,22.82,108.32,China,CHN,2167000.0
Belem,-1.45,-48.48,Brazil,BRA,2167000.0
Patna,25.625,85.13,India,IND,2158000.0
Santo Domingo,18.4701,-69.9001,Dominican Republic,DOM,2154000.0
Urumqi,43.805,87.575,China,CHN,2151000.0
Zaozhuang,34.88,117.57,China,CHN,2145000.0
Baku,40.3953,49.8622,Azerbaijan,AZE,2122300.0
Accra,5.55,-0.2167,Ghana,GHA,2121000.0
Yantai,37.5304,121.4,China,CHN,2116000.0
Medan,3.58,98.65,Indonesia,IDN,2115000.0
Santa Cruz,-17.7539,-63.226,Bolivia,BOL,2102998.0
Tongshan,34.28,117.18,China,CHN,2091000.0
Riverside,33.9381,-117.3948,United States,USA,2084749.0
Linyi,35.08,118.33,China,CHN,2082000.0
St. Louis,38.6358,-90.2451,United States,USA,2078283.0
Las Vegas,36.2333,-115.2654,United States,USA,2073045.0
Maracaibo,10.73,-71.66,Venezuela,VEN,2072000.0
Kuwait City,29.3697,47.9783,Kuwait,KWT,2063000.0
Ad Dammam,26.4282,50.0997,Saudi Arabia,SAU,2054710.0
Portland,45.5371,-122.65,United States,USA,2052796.0
Haikou,20.05,110.32,China,CHN,2046189.0
Hiroshima,34.3878,132.4429,Japan,JPN,2045000.0
Baotou,40.6522,109.822,China,CHN,2036000.0
Hefei,31.85,117.28,China,CHN,2035000.0
Indore,22.7151,75.865,India,IND,2026000.0
Goiania,-16.72,-49.3,Brazil,BRA,2022000.0
Sanaa,15.3547,44.2066,Yemen,YEM,2008000.0
San Antonio,29.4658,-98.5254,United States,USA,2002530.0
Port-au-Prince,18.541,-72.336,Haiti,HTI,1998000.0
Haiphong,20.83,106.6801,Vietnam,VNM,1969000.0
Suzhou,33.6361,116.9789,China,CHN,1964000.0
Nanyang,33.0004,112.53,China,CHN,1944000.0
Bucharest,44.4334,26.0999,Romania,ROU,1942000.0
Ningbo,29.88,121.55,China,CHN,1923000.0
Douala,4.0604,9.71,Cameroon,CMR,1906000.0
Tangshan,39.6243,118.1944,China,CHN,1879000.0
Tainan,23.0,120.2,Taiwan,TWN,1876312.0
Xiping,40.08,113.3,China,CHN,1873000.0
Asuncion,-25.2964,-57.6415,Paraguay,PRY,1870000.0
Saidu Sharif,34.75,72.35,Pakistan,PAK,1860310.0
Brisbane,-27.455,153.0351,Australia,AUS,1860000.0
Rawalpindi,33.6,73.04,Pakistan,PAK,1858000.0
Sacramento,38.5667,-121.4683,United States,USA,1854698.0
Beirut,33.872,35.5097,Lebanon,LBN,1846000.0
San Jose,37.3021,-121.8489,United States,USA,1821899.0
Minsk,53.9,27.5666,Belarus,BLR,1805000.0
Kyoto,35.03,135.75,Japan,JPN,1805000.0
Barranquilla,10.96,-74.8,Colombia,COL,1798000.0
Orlando,28.4772,-81.3369,United States,USA,1776841.0
Shuyangzha,34.1299,118.7734,China,CHN,1770000.0
Valencia,10.23,-67.98,Venezuela,VEN,1770000.0
Hamburg,53.55,10.0,Germany,DEU,1757000.0
Vadodara,22.31,73.18,India,IND,1756000.0
Manaus,-3.1,-60.0,Brazil,BRA,1753000.0
Shangqiu,34.4504,115.65,China,CHN,1753000.0
Wuxi,31.58,120.3,China,CHN,1749000.0
Palembang,-2.98,104.75,Indonesia,IDN,1749000.0
Brussels,50.8333,4.3333,Belgium,BEL,1743000.0
Essen,51.45,7.0166,Germany,DEU,1742135.0
Cleveland,41.4767,-81.6805,United States,USA,1730363.0
Bhopal,23.25,77.41,India,IND,1727000.0
Hohhot,40.82,111.66,China,CHN,1726000.0
Pittsburgh,40.4396,-79.9763,United States,USA,1715297.0
Luoyang,34.68,112.4701,China,CHN,1715000.0
Santos,-23.9537,-46.3329,Brazil,BRA,1709000.0
Jingling,30.6501,113.16,China,CHN,1708000.0
Warsaw,52.25,21.0,Poland,POL,1707000.0
Rabat,34.0253,-6.8361,Morocco,MAR,1705000.0
Vitoria,-20.324,-40.366,Brazil,BRA,1704000.0
Quito,-0.215,-78.5001,Ecuador,ECU,1701000.0
Antananarivo,-18.9166,47.5166,Madagascar,MDG,1697000.0
Coimbatore,11.0,76.95,India,IND,1696000.0
Daqing,46.58,125.0,China,CHN,1693000.0
Lu'an,31.7503,116.48,China,CHN,1690000.0
Sanzhou,30.82,108.4,China,CHN,1680000.0
Budapest,47.5,19.0833,Hungary,HUN,1679000.0
Turin,45.0704,7.67,Italy,ITA,1652000.0
Suzhou,31.3005,120.62,China,CHN,1650000.0
Ludhiana,30.9278,75.8723,India,IND,1649000.0
Cincinnati,39.1412,-84.506,United States,USA,1648254.0
Kumasi,6.69,-1.63,Ghana,GHA,1646000.0
Manhattan,40.7834,-73.9662,United States,USA,1643734.0
Qiqihar,47.345,123.99,China,CHN,1641000.0
Anshan,41.115,122.94,China,CHN,1639000.0
Austin,30.3006,-97.7517,United States,USA,1638716.0
Zhongli,24.965,121.2168,Taiwan,TWN,1632616.0
Handan,36.58,114.48,China,CHN,1631000.0
Tai'an,36.2,117.1201,China,CHN,1629000.0
Esfahan,32.7,51.7,Iran,IRN,1628000.0
Kansas City,39.1239,-94.5541,United States,USA,1615621.0
Yaounde,3.8667,11.5167,Cameroon,CMR,1611000.0
Shantou,23.37,116.67,China,CHN,1601000.0
Agra,27.1704,78.015,India,IND,1592000.0
Zhanjiang,21.2,110.38,China,CHN,1590000.0
La Paz,-16.498,-68.15,Bolivia,BOL,1590000.0
Kalyan,19.2502,73.1602,India,IND,1576614.0
Abuja,9.0833,7.5333,Nigeria,NGA,1576000.0
Harare,-17.8178,31.0447,Zimbabwe,ZWE,1572000.0
Indianapolis,39.7771,-86.1458,United States,USA,1564699.0
Xiantao,30.3704,113.44,China,CHN,1556000.0
Khulna,22.84,89.56,Bangladesh,BGD,1553000.0
Weifang,36.7204,119.1001,China,CHN,1553000.0
Tijuana,32.5,-117.08,Mexico,MEX,1553000.0
Santiago,19.5,-70.67,Dominican Republic,DOM,1550753.0
Xinyang,32.1304,114.07,China,CHN,1541000.0
Luzhou,28.88,105.38,China,CHN,1537000.0
Perth,-31.955,115.84,Australia,AUS,1532000.0
Toluca,19.3304,-99.67,Mexico,MEX,1531000.0
Vishakhapatnam,17.73,83.305,India,IND,1529000.0
Leeds,53.83,-1.58,United Kingdom,GBR,1529000.0
Kobe,34.68,135.17,Japan,JPN,1528478.0
Columbus,39.986,-82.9851,United States,USA,1528314.0
Multan,30.2,71.455,Pakistan,PAK,1522000.0
Kochi,10.015,76.2239,India,IND,1519000.0
Montevideo,-34.858,-56.1711,Uruguay,URY,1513000.0
Gujranwala,32.1604,74.185,Pakistan,PAK,1513000.0
Niteroi,-22.9,-43.1,Brazil,BRA,1500513.0
Ganzhou,25.92,114.95,China,CHN,1500000.0
Florence,43.78,11.25,Italy,ITA,1500000.0
Liuzhou,24.28,109.25,China,CHN,1497000.0
Bamako,12.65,-8.0,Mali,MLI,1494000.0
Conakry,9.5315,-13.6802,Guinea,GIN,1494000.0
Bursa,40.2,29.07,Turkey,TUR,1492000.0
Leon de los Aldama,21.15,-101.7,Mexico,MEX,1488000.0
Virginia Beach,36.7335,-76.0435,United States,USA,1480383.0
Nasik,20.0004,73.78,India,IND,1473000.0
Fushun,41.8654,123.87,China,CHN,1470000.0
Changde,29.03,111.68,China,CHN,1469000.0
Daejeon,36.3355,127.425,"Korea, South",KOR,1468000.0
Charlotte,35.2079,-80.8304,United States,USA,1467362.0
Phnom Penh,11.55,104.9166,Cambodia,KHM,1466000.0
Neijiang,29.5804,105.05,China,CHN,1466000.0
Quanzhou,24.9,118.58,China,CHN,1463000.0
Kharkiv,50.0,36.25,Ukraine,UKR,1461000.0
Hyderabad City,25.38,68.375,Pakistan,PAK,1459000.0
Bronx,40.8501,-73.8662,United States,USA,1455720.0
Lome,6.1319,1.2228,Togo,TGO,1452000.0
Cordoba,-31.4,-64.1823,Argentina,ARG,1452000.0
Huainan,32.63,116.98,China,CHN,1451000.0
Doha,25.2866,51.533,Qatar,QAT,1450000.0
Kuala Lumpur,3.1667,101.7,Malaysia,MYS,1448000.0
Maputo,-25.9553,32.5892,Mozambique,MOZ,1446000.0
Kaduna,10.52,7.44,Nigeria,NGA,1442000.0
Gwangju,35.171,126.9104,"Korea, South",KOR,1440000.0
Kawanakajima,35.53,139.705,Japan,JPN,1437266.0
San Salvador,13.71,-89.203,El Salvador,SLV,1433000.0
Suining,30.5333,105.5333,China,CHN,1425000.0
Lyon,45.77,4.83,France,FRA,1423000.0
Karaj,35.8004,50.97,Iran,IRN,1423000.0
Kampala,0.3167,32.5833,Uganda,UGA,1420000.0
Tabriz,38.0863,46.3012,Iran,IRN,1413000.0
The Hague,52.08,4.27,Netherlands,NLD,1406000.0
Davao,7.11,125.63,Philippines,PHL,1402000.0
Marseille,43.29,5.375,France,FRA,1400000.0
Meerut,29.0004,77.7,India,IND,1398000.0
Mianyang,31.47,104.77,China,CHN,1396000.0
Semarang,-6.9666,110.42,Indonesia,IDN,1396000.0
Faridabad,28.4333,77.3167,India,IND,1394000.0
Novosibirsk,55.03,82.96,Russia,RUS,1389000.0
Mecca,21.43,39.82,Saudi Arabia,SAU,1385000.0
Dubai,25.23,55.28,United Arab Emirates,ARE,1379000.0
Milwaukee,43.0642,-87.9673,United States,USA,1377808.0
Auckland,-36.8481,174.763,New Zealand,NZL,1377200.0
Ma'anshan,31.7304,118.48,China,CHN,1366302.0
Brazzaville,-4.2592,15.2847,Congo (Brazzaville),COG,1355000.0
Yiyang,28.6004,112.33,China,CHN,1352000.0
Varanasi,25.33,83.0,India,IND,1352000.0
Lubumbashi,-11.68,27.48,Congo (Kinshasa),COD,1352000.0
Juarez,31.6904,-106.49,Mexico,MEX,1343000.0
Ghaziabad,28.6604,77.4084,India,IND,1341000.0
Pretoria,-25.7069,28.2294,South Africa,ZAF,1338000.0
Heze,35.23,115.45,China,CHN,1338000.0
Porto,41.15,-8.62,Portugal,PRT,1337000.0
Asansol,23.6833,86.9833,India,IND,1328000.0
Lusaka,-15.4166,28.2833,Zambia,ZMB,1328000.0
Changzhou,31.78,119.97,China,CHN,1327000.0
Mosul,36.345,43.145,Iraq,IRQ,1316000.0
Yekaterinburg,56.85,60.6,Russia,RUS,1313000.0
Peshawar,34.005,71.535,Pakistan,PAK,1303000.0
Mandalay,21.97,96.085,Burma,MMR,1300000.0
Jamshedpur,22.7875,86.1975,India,IND,1300000.0
Mbuji-Mayi,-6.15,23.6,Congo (Kinshasa),COD,1295000.0
Madura,9.92,78.12,India,IND,1294000.0
Adana,36.995,35.32,Turkey,TUR,1293000.0
Sheffield,53.3667,-1.5,United Kingdom,GBR,1292900.0
Jabalpur,23.1751,79.9551,India,IND,1285000.0
San Jose,9.935,-84.0841,Costa Rica,CRI,1284000.0
Panama City,8.968,-79.533,Panama,PAN,1281000.0
Nizhniy Novgorod,56.333,44.0001,Russia,RUS,1278000.0
Chifeng,42.27,118.95,China,CHN,1277000.0
Duisburg,51.43,6.75,Germany,DEU,1276757.0
Munich,48.1299,11.575,Germany,DEU,1275000.0
Huaiyin,33.58,119.03,China,CHN,1264000.0
Stockholm,59.3508,18.0973,Sweden,SWE,1264000.0
Makassar,-5.14,119.432,Indonesia,IDN,1262000.0
Rajkot,22.31,70.8,India,IND,1260000.0
Dhanbad,23.8004,86.42,India,IND,1246000.0
Mudanjiang,44.575,129.59,China,CHN,1244000.0
Geneva,46.21,6.14,Switzerland,CHE,1240000.0
Shiraz,29.63,52.57,Iran,IRN,1240000.0
Huzhou,30.8704,120.1,China,CHN,1231000.0
Beidao,34.6,105.92,China,CHN,1225000.0
Shuangshui,26.5944,104.8333,China,CHN,1221000.0
Dusseldorf,51.2204,6.78,Germany,DEU,1220000.0
Gaozhou,21.9204,110.87,China,CHN,1217715.0
Sevilla,37.405,-5.98,Spain,ESP,1212045.0
Amritsar,31.64,74.87,India,IND,1212000.0
Vila Velha,-20.3676,-40.318,Brazil,BRA,1209091.0
Vila Velha,3.2167,-51.2167,Brazil,BRA,1209091.0
Almaty,43.325,76.915,Kazakhstan,KAZ,1209000.0
Providence,41.823,-71.4187,United States,USA,1206642.0
Warangal,18.01,79.58,India,IND,1203853.0
Rosario,-32.9511,-60.6663,Argentina,ARG,1203000.0
Allahabad,25.455,81.84,India,IND,1201000.0
Benin City,6.3405,5.62,Nigeria,NGA,1190000.0
Jining,35.4004,116.55,China,CHN,1186000.0
Maceio,-9.62,-35.73,Brazil,BRA,1186000.0
Sofia,42.6833,23.3167,Bulgaria,BGR,1185000.0
Abbottabad,34.1495,73.1995,Pakistan,PAK,1183647.0
Benghazi,32.1167,20.0667,Libya,LBY,1180000.0
Cilacap,-7.7188,109.0154,Indonesia,IDN,1174964.0
Prague,50.0833,14.466,Czechia,CZE,1162000.0
Glasgow,55.8744,-4.2507,United Kingdom,GBR,1160000.0
Leshan,29.5671,103.7333,China,CHN,1157000.0
Jacksonville,30.3322,-81.6749,United States,USA,1156291.0
Ouagadougou,12.3703,-1.5247,Burkina Faso,BFA,1149000.0
Ottawa,45.4167,-75.7,Canada,CAN,1145000.0
Adelaide,-34.935,138.6,Australia,AUS,1145000.0
Shangrao,28.4704,117.97,China,CHN,1144577.0
Torreon,25.5701,-103.42,Mexico,MEX,1144000.0
Srinagar,34.1,74.815,India,IND,1140000.0
Bezwada,16.52,80.63,India,IND,1137000.0
Samara,53.195,50.1513,Russia,RUS,1137000.0
Omsk,54.99,73.4,Russia,RUS,1135000.0
Newcastle,-32.8453,151.815,Australia,AUS,1134616.0
Yulin,22.63,110.15,China,CHN,1127000.0
Namp'o,38.7669,125.4524,"Korea, North",PRK,1127000.0
Xianyang,34.3456,108.7147,China,CHN,1126000.0
Cagayan de Oro,8.4508,124.6853,Philippines,PHL,1121561.0
Can Tho,10.05,105.77,Vietnam,VNM,1121000.0
Barquisimeto,10.05,-69.3,Venezuela,VEN,1116000.0
Helsinki,60.1756,24.9341,Finland,FIN,1115000.0
Kazan',55.7499,49.1263,Russia,RUS,1115000.0
Aurangabad,19.8957,75.3203,India,IND,1113000.0
Calgary,51.083,-114.08,Canada,CAN,1110000.0
Ciudad Nezahualcoyotl,19.41,-99.03,Mexico,MEX,1109363.0
Zurich,47.38,8.55,Switzerland,CHE,1108000.0
Baoding,38.8704,115.48,China,CHN,1107000.0
Zigong,29.4,104.78,China,CHN,1105000.0
Sharjah,25.3714,55.4065,United Arab Emirates,ARE,1103027.0
Yerevan,40.1812,44.5136,Armenia,ARM,1102000.0
Mogadishu,2.0667,45.3667,Somalia,SOM,1100000.0
Tbilisi,41.725,44.7908,Georgia,GEO,1100000.0
Ankang,32.68,109.02,China,CHN,1100000.0
Huambo,-12.75,15.76,Angola,AGO,1100000.0
Ikare,7.5304,5.76,Nigeria,NGA,1099931.0
Belgrade,44.8186,20.468,Serbia,SRB,1099000.0
Salt Lake City,40.7774,-111.93,United States,USA,1098400.0
Bhilai,21.2167,81.4333,India,IND,1097000.0
Jinhua,29.12,119.65,China,CHN,1092852.0
Chelyabinsk,55.155,61.4387,Russia,RUS,1091000.0
Natal,-5.78,-35.24,Brazil,BRA,1088000.0
Dushanbe,38.56,68.7739,Tajikistan,TJK,1086244.0
Copenhagen,55.6786,12.5635,Denmark,DNK,1085000.0
Changwon,35.2191,128.5836,"Korea, South",KOR,1081499.0
Zhuzhou,27.83,113.15,China,CHN,1080000.0
Suwon,37.2578,127.0109,"Korea, South",KOR,1078000.0
Nashville,36.1715,-86.7843,United States,USA,1076645.0
Vereeniging,-26.6496,27.96,South Africa,ZAF,1074000.0
Xiangyang,32.02,112.13,China,CHN,1069000.0
Memphis,35.1046,-89.9773,United States,USA,1068873.0
Ulsan,35.5467,129.317,"Korea, South",KOR,1061000.0
Amman,31.95,35.9333,Jordan,JOR,1060000.0
Mizhou,35.99,119.3801,China,CHN,1060000.0
Richmond,37.5295,-77.4756,United States,USA,1059907.0
Dublin,53.3331,-6.2489,Ireland,IRL,1059000.0
Edmonton,53.55,-113.5,Canada,CAN,1058000.0
Solapur,17.6704,75.9,India,IND,1057000.0
Rostov-na-Donu,47.2346,39.7127,Russia,RUS,1052000.0
Dnipro,48.48,35.0,Ukraine,UKR,1050000.0
Xining,36.62,101.77,China,CHN,1048000.0
Zhangjiakou,40.83,114.93,China,CHN,1046000.0
Lille,50.65,3.08,France,FRA,1044000.0
Ranchi,23.37,85.33,India,IND,1044000.0
Gaziantep,37.075,37.385,Turkey,TUR,1044000.0
Monrovia,6.3106,-10.8048,Liberia,LBR,1041000.0
Sao Luis,-2.516,-44.266,Brazil,BRA,1038000.0
Amsterdam,52.35,4.9166,Netherlands,NLD,1031000.0
Jerusalem,31.7784,35.2066,Israel,ISR,1029300.0
New Orleans,30.0687,-89.9288,United States,USA,1029123.0
Guatemala City,14.6211,-90.527,Guatemala,GTM,1024000.0
Zhuhai,22.2769,113.5678,China,CHN,1023000.0
